Station Name,Venue Name,Distance,Primary Category
Michelbeuern-AKH U,Ganesha Indisches Restaurant,218,Indian Restaurant
Michelbeuern-AKH U,Umico,232,Sandwich Spot
Johann-Nepomuk-Vogl-Platz,ERWIN Restaurant & Café,36,Kebab Restaurant
Johann-Nepomuk-Vogl-Platz,La Cocotte Italian Bistro,59,Restaurant
Johann-Nepomuk-Vogl-Platz,Fleisch Max,86,Dining and Drinking
Johann-Nepomuk-Vogl-Platz,Bio Kitchen 1180,97,Indian Restaurant
Johann-Nepomuk-Vogl-Platz,Gasthaus Währing,136,Dining and Drinking
Johann-Nepomuk-Vogl-Platz,Cafe Carambol,141,Café
Johann-Nepomuk-Vogl-Platz,Restaurant Luciano,170,Pizzeria
Johann-Nepomuk-Vogl-Platz,Nuss,196,Austrian Restaurant
Johann-Nepomuk-Vogl-Platz,Café Sebastiani,219,Café
Johann-Nepomuk-Vogl-Platz,Mach Ma Curry,226,Indian Restaurant
Schmelzbrücke,Cafe Meydan,110,Café
Schmelzbrücke,All Reis Bangkok Street Food,152,Thai Restaurant
Schmelzbrücke,Schnitzelhaus RestaurationsgmbH,161,Fast Food Restaurant
Schmelzbrücke,Oliang BKK Café Bar,167,Café
Schmelzbrücke,Herberer,206,Bakery
Schmelzbrücke,Küche,211,Mediterranean Restaurant
Schmelzbrücke,Fladerei Wien Goldschlagstraße,244,Gastropub
Schmelzbrücke,U3 Kebap Pizza Stand,251,Snack Place
Schmelzbrücke,Take Kent Away,263,Kebab Restaurant
Schmelzbrücke,Cafe Lorenz,264,Bistro
Ottakring S U,Lucky Noodles,16,Asian Restaurant
Ottakring S U,Anker,18,Bakery
Ottakring S U,Würstelstand,58,Hot Dog Joint
Ottakring S U,Bäckerei Felber,59,Bakery
Ottakring S U,Dönerstand,69,Doner Restaurant
Ottakring S U,Vier Sinne · Dinner in the Dark,75,Diner
Ottakring S U,Hühnerparadies,82,Fast Food Restaurant
Ottakring S U,Vier Sinne,106,Cocktail Bar
Ottakring S U,Cafe Raiman,140,Café
Ottakring S U,Restaurant Retsina,142,Café
Krieau U,Felber,42,Bakery
Krieau U,OMV Viva Lounge,51,Café
Krieau U,Bobby Cafe-Espresso,57,Café
Krieau U,Grü Bistro Lounge,142,Bistro
Krieau U,OMV Restaurant,145,Dining and Drinking
Krieau U,Cafe Little Britain,151,Café
Krieau U,City Lake,174,Asian Restaurant
Krieau U,Grü,206,Diner
Krieau U,Krieaubeisl,211,Dining and Drinking
Krieau U,MESSE Wien - Cafe Modern Times,252,Café
Nestroyplatz U,Praterwirt,22,Austrian Restaurant
Nestroyplatz U,Cafe Melange,47,Café
Nestroyplatz U,DerMann,51,Bakery
Nestroyplatz U,Bäckerei Tullnerfelder,72,Bakery
Nestroyplatz U,Cafe 3/4 Takt,75,Café
Nestroyplatz U,Fiorino,81,Italian Restaurant
Nestroyplatz U,Osteria Stradina,97,Pizzeria
Nestroyplatz U,La Moustache Boutique & Café,106,Café
Nestroyplatz U,Fischerie,110,Seafood Restaurant
Nestroyplatz U,Cafe Larissa,115,Bar
Westbahnstraße / Schottenfeldgasse,I Terroni,14,Pizzeria
Westbahnstraße / Schottenfeldgasse,Tiffin,23,Bangladeshi Restaurant
Westbahnstraße / Schottenfeldgasse,Das Vivet,45,Breakfast Spot
Westbahnstraße / Schottenfeldgasse,Restaurant Arnes,76,Greek Restaurant
Westbahnstraße / Schottenfeldgasse,Der Fuchs Und Die Trauben,103,Bar
Westbahnstraße / Schottenfeldgasse,Betonküche,105,Dining and Drinking
Westbahnstraße / Schottenfeldgasse,Schreiners Gastwirtschaft,111,Gastropub
Westbahnstraße / Schottenfeldgasse,Berliner Restaurant Grillspezialitäten,118,Kebab Restaurant
Westbahnstraße / Schottenfeldgasse,Café-Restaurant Kandl,120,Café
Westbahnstraße / Schottenfeldgasse,Zur Stadt Krems,124,Gastropub
Vorgartenstraße U,A1 Stockwerkswagerl LAS,61,Food Truck
Vorgartenstraße U,Cafe Am Park,63,Café
Vorgartenstraße U,A1 Kantine LAS,79,Dining and Drinking
Vorgartenstraße U,Pepe Nero,94,Pizzeria
Vorgartenstraße U,TAG Cafe,97,Café
Vorgartenstraße U,Yasin imbiss & supermarkt,107,Snack Place
Vorgartenstraße U,SAP Kantine,131,Cafeteria
Vorgartenstraße U,Zum Mährischen Spatzen,148,Austrian Restaurant
Vorgartenstraße U,Wrapstars,163,Food Truck
Vorgartenstraße U,La Cantine,174,Café
Messe-Prater U2,McDonald's,7,Burger Joint
Messe-Prater U2,Le Cedre - Libanesisches Spezialitäten,76,Dining and Drinking
Messe-Prater U2,World King,82,Falafel Restaurant
Messe-Prater U2,Felber,94,Café
Messe-Prater U2,12 Karma Food,149,Restaurant
Messe-Prater U2,Finn,176,Dining and Drinking
Messe-Prater U2,Zur Grünen Hütte,179,Dining and Drinking
Messe-Prater U2,Bierbeisl,181,Gastropub
Messe-Prater U2,Breakfast-time!,181,Breakfast Spot
Messe-Prater U2,Santo,188,Cocktail Bar
Hernals S,Deniz Kebap,15,Fast Food Restaurant
Hernals S,Ströck Hernals,18,Bakery
Hernals S,Apollon,69,Greek Restaurant
Hernals S,Liebstöckl Wirtshaus - Richard Peterseil,159,Beer Bar
Hernals S,Liebstöckl,165,Dining and Drinking
Hernals S,K.u.K. Hofzuckerbäcker L. Heiner,205,Bakery
Hernals S,Mein neuübernommener Chineserer,246,Chinese Restaurant
Hernals S,BODULO - Fischrestaurant,268,Seafood Restaurant
Hernals S,Koinonia,315,Korean Restaurant
Hernals S,Wiener Schnitzel Plaza,326,Fast Food Restaurant
Hartmanngasse ,Wald/4 ler Stub'n,29,Dining and Drinking
Hartmanngasse ,Kaffihús,49,Café
Hartmanngasse ,Palais de la pomme de terre,50,Vegan and Vegetarian Restaurant
Hartmanngasse ,DON SERGIO GmbH,58,Italian Restaurant
Hartmanngasse ,Abbazia Restaurant,72,Mediterranean Restaurant
Hartmanngasse ,Kebap A La Carte,102,Fast Food Restaurant
Hartmanngasse ,Schnipi,150,Pizzeria
Hartmanngasse ,Pizzeria Tanti Saluti,152,Pizzeria
Hartmanngasse ,Asian Pockets,158,Asian Restaurant
Hartmanngasse ,Ukiyo,170,Japanese Restaurant
Yppengasse,Köfteci,40,Turkish Restaurant
Yppengasse,Kroki Grill,46,BBQ Joint
Yppengasse,Cafe Monaco,66,Bar
Yppengasse,Restaurant Saloon,79,Brewery
Yppengasse,Marktkaffee - Müller,79,Dining and Drinking
Yppengasse,Ta Querida,81,Burrito Restaurant
Yppengasse,Cafe An Do,89,Buffet
Yppengasse,Cafe Frida,92,"Cafe, Coffee, and Tea House"
Yppengasse,Gasthaus Müller,96,Austrian Restaurant
Yppengasse,Dellago,100,Italian Restaurant
Gumpendorfer Gürtel,Donau Delta,13,Dining and Drinking
Gumpendorfer Gürtel,Restaurant Donaudelta,47,Eastern European Restaurant
Gumpendorfer Gürtel,Bäckerei Geier,74,Bakery
Gumpendorfer Gürtel,Sadabad Nargile,94,Café
Gumpendorfer Gürtel,168 Noodle House,117,Asian Restaurant
Gumpendorfer Gürtel,Würstelstand U6-Station Gumpendorferstraße,126,BBQ Joint
Gumpendorfer Gürtel,Pizzeria Ristorante da Angelo,142,Pizzeria
Gumpendorfer Gürtel,Duru Kebap 2,148,Buffet
Gumpendorfer Gürtel,Dilek Kebap Pizza,153,Buffet
Gumpendorfer Gürtel,Burger King,168,Burger Joint
Urban-Loritz-Platz,Chef’s,21,Doner Restaurant
Urban-Loritz-Platz,Speisekammer,29,Hot Dog Joint
Urban-Loritz-Platz,Loving Hut,30,Brewery
Urban-Loritz-Platz,Dönermeister,30,Doner Restaurant
Urban-Loritz-Platz,Shao & Liu,41,Sushi Restaurant
Urban-Loritz-Platz,Pizza Cardinale,46,Pizzeria
Urban-Loritz-Platz,"Backshop 24 Bäckerei, Konditorei- und Gastronomiebetriebs",51,Bakery
Urban-Loritz-Platz,Cafe Mokador,86,Café
Urban-Loritz-Platz,Trixie Kiddo’s New Smoked BBQ,86,BBQ Joint
Urban-Loritz-Platz,Mikes 1150,89,Bar
Burggasse-Stadthalle U,AIDA Lugner City,31,Bakery
Burggasse-Stadthalle U,Kai's Asian Food,46,Asian Restaurant
Burggasse-Stadthalle U,NACHO LIBRE GmbH,49,Mexican Restaurant
Burggasse-Stadthalle U,Aida Cafe-Konditorei,49,Café
Burggasse-Stadthalle U,Keboss Kebab & Burger,54,Doner Restaurant
Burggasse-Stadthalle U,Pascucci,65,Arts and Entertainment
Burggasse-Stadthalle U,Sweet Corner,67,Creperie
Burggasse-Stadthalle U,Burger King,68,Burger Joint
Burggasse-Stadthalle U,Rone's Kebap Kumpir Salat Bar,70,Doner Restaurant
Burggasse-Stadthalle U,Don Camillo,71,Pizzeria
Westbahnhof S U / Gerstnerstraße,Cafe Joker's,11,Café
Westbahnhof S U / Gerstnerstraße,Mega Pizza Kebap,53,Doner Restaurant
Westbahnhof S U / Gerstnerstraße,Die Bäckerei,70,Bakery
Westbahnhof S U / Gerstnerstraße,Yummy Cooking,76,Asian Restaurant
Westbahnhof S U / Gerstnerstraße,Merak - Traditional Characoal Barbecue,78,Eastern European Restaurant
Westbahnhof S U / Gerstnerstraße,Café Europaplatz,120,Café
Westbahnhof S U / Gerstnerstraße,Vapiano,131,Italian Restaurant
Westbahnhof S U / Gerstnerstraße,Bäckerei Heberer,131,Bakery
Westbahnhof S U / Gerstnerstraße,Pitawerk,139,Restaurant
Westbahnhof S U / Gerstnerstraße,Brezelkönig Westbahnhof,145,Bakery
Rosensteingasse,Lara Bäckerei,21,Bakery
Rosensteingasse,Hühnerparadies,39,Buffet
Rosensteingasse,Snatch,41,American Restaurant
Rosensteingasse,Kulturcafe Max,53,Café
Rosensteingasse,Adam's Kebab,89,Pizzeria
Rosensteingasse,Bäckerei Martini,136,Bakery
Rosensteingasse,Pizzeria La Kuilla di Mare,144,Pizzeria
Rosensteingasse,Marienbeisl,166,Austrian Restaurant
Rosensteingasse,Cafe Watt,169,Café
Rosensteingasse,Pizzeria Da Annalisa,188,Pizzeria
Hanusch Krankenhaus,Pizzeria Don Corleone,168,Pizzeria
Hanusch Krankenhaus,Feine Sichuan Küche,173,Szechuan Restaurant
Hanusch Krankenhaus,Speisesaal Hanusch KH,174,Dining and Drinking
Hanusch Krankenhaus,Wiesbauer Buffet Im Hanusch-Krankenhaus,179,Snack Place
Hanusch Krankenhaus,Anker,193,Bakery
Hanusch Krankenhaus,AKAZ Japanisches Restaurant und Sushibar,254,Japanese Restaurant
Hanusch Krankenhaus,Fisch & Co - Wilhelm Vranovsky,266,Fish Market
Hanusch Krankenhaus,Anker,280,Bakery
Hanusch Krankenhaus,Pizzahouse,299,Pizzeria
Hanusch Krankenhaus,Schutzhaus am Ameisbach,300,BBQ Joint
Wieningerplatz,Schnitzl Imbiss,212,Snack Place
Wieningerplatz,Pizzeria Donna Diana,218,Pizzeria
Wieningerplatz,Daily Imbiss,249,Buffet
Wieningerplatz,Bacówka,278,Eastern European Restaurant
Wieningerplatz,Kebap Craft,303,Kebab Restaurant
Wieningerplatz,Viet Soup Restaurant,312,Restaurant
Wieningerplatz,Daily Spice,313,Indian Restaurant
Wieningerplatz,Öz Bäckerei,322,Bakery
Wieningerplatz,Cafe Jessy,356,Café
Wieningerplatz,M77,366,Dining and Drinking
Kundratstraße,Restaurant Mango,47,Asian Restaurant
Kundratstraße,Spitz-Kitzlersche Futterstelle,107,Wings Joint
Kundratstraße,Mis Kebap,143,Kebab Restaurant
Kundratstraße,Drachen-Phönix,172,Asian Restaurant
Kundratstraße,Felber,179,Bakery
Kundratstraße,Ristorante Trio,182,Italian Restaurant
Kundratstraße,Trabzon Bäckerei,187,Bakery
Kundratstraße,Duran Kebap,267,Fast Food Restaurant
Kundratstraße,Andrea,298,Bar
Kundratstraße,Pizzeria Di Carni,298,Pizzeria
Reumannplatz U,Simit Sokağı,63,Fast Food Restaurant
Reumannplatz U,Weinschenke Wostry,74,Gastropub
Reumannplatz U,Antika - Mazedonisches Restaurant,85,Dining and Drinking
Reumannplatz U,Cafe Abi,115,Café
Reumannplatz U,Ströck Reumannplatz,139,Bakery
Reumannplatz U,Schnitzel Fan,143,Buffet
Reumannplatz U,Reumannplatz,145,Asian Restaurant
Reumannplatz U,Mangal,173,Turkish Restaurant
Reumannplatz U,Akol Imbiss Kebap,187,Middle Eastern Restaurant
Reumannplatz U,Zum Alten Beisl,189,Dining and Drinking
Plunkergasse,Jasmina,43,Italian Restaurant
Plunkergasse,Brandauers Bieriger,49,Bar
Plunkergasse,Mahlzeit,59,Dining and Drinking
Plunkergasse,Al Forno,106,Pizzeria
Plunkergasse,Kod Seljaka.,129,Bar
Plunkergasse,Casa Miorita,129,Romanian Restaurant
Plunkergasse,Schweglerstadl Würstlstand,167,BBQ Joint
Plunkergasse,Schwegler Wurst Stadl,178,Hot Dog Joint
Plunkergasse,Wok Imbiss,186,Dining and Drinking
Plunkergasse,Toki,189,Asian Restaurant
Kagran U1,Noodles - Ken's Shop,29,Chinese Restaurant
Kagran U1,Leberkas- Pepi,79,Buffet
Kagran U1,Freiraum Coffeeshop,90,Café
Kagran U1,Döner Zentrum,94,Diner
Kagran U1,Tasty Donuts,112,Donut Shop
Kagran U1,Giovanni Restaurant,151,Italian Restaurant
Kagran U1,D'Lounge,157,Bar
Kagran U1,Akakiko Dx,158,Asian Restaurant
Kagran U1,Kyoto Japanisch,164,Japanese Restaurant
Kagran U1,Pani Bär,164,Asian Restaurant
Brestelgasse,Josef Gruber,70,Hotel
Brestelgasse,Laby,82,Café
Brestelgasse,Balkanika Grill,96,Eastern European Restaurant
Brestelgasse,Pause Haus,120,Burger Joint
Brestelgasse,Jo! Sushi & Co,133,Asian Restaurant
Brestelgasse,Blunzenstricker,185,Dining and Drinking
Brestelgasse,Cafe 3Nice,243,Café
Brestelgasse,Bäckerei Geblergasse,262,Bakery
Brestelgasse,Top Grill,274,Dining and Drinking
Brestelgasse,Restaurant Saloon,291,Brewery
Karmeliterplatz,Harvest,20,Vegan and Vegetarian Restaurant
Karmeliterplatz,Zum Karmeliter,25,Dining and Drinking
Karmeliterplatz,Tachles - das Kulturcafe,27,Café
Karmeliterplatz,Koscher Bäkerei,69,Bakery
Karmeliterplatz,Katscheli,89,Café
Karmeliterplatz,Espresso Sunnyboy,92,Café
Karmeliterplatz,Kebap König,108,Doner Restaurant
Karmeliterplatz,Bahur Tov,114,Kosher Restaurant
Karmeliterplatz,Mea Shearim Kosher Restaurant,134,Kosher Restaurant
Karmeliterplatz,By Lore - Cake Design,141,Candy Store
Selzergasse,Restaurant Augustin,16,Gastropub
Selzergasse,Konditorei Angelmayer,58,Café
Selzergasse,Bäckerei Rieppel,75,Bakery
Selzergasse,Cafe Z,81,Café
Selzergasse,M77,121,Dining and Drinking
Selzergasse,Lucky Noodles,144,Thai Restaurant
Selzergasse,Gasthaus Heidinger,161,Austrian Restaurant
Selzergasse,Pizzeria Ramazotti,180,Pizzeria
Selzergasse,Lucky Noodles,195,Asian Restaurant
Selzergasse,Cafe Das März,210,Café
Nussdorfer Straße U,Queen Noodle,11,Asian Restaurant
Nussdorfer Straße U,Hoppala Noodles,41,Food Court
Nussdorfer Straße U,Al Imbiss Döner Würstel,43,Falafel Restaurant
Nussdorfer Straße U,"Anker, Bäckerei",57,Bakery
Nussdorfer Straße U,Bio Pizzeria Vero,58,Pizzeria
Nussdorfer Straße U,Asia Corner,70,Asian Restaurant
Nussdorfer Straße U,Cafe Monarch,76,Café
Nussdorfer Straße U,Pride of India,76,Deli
Nussdorfer Straße U,Würstelstand Leo,81,BBQ Joint
Nussdorfer Straße U,Nane,82,Austrian Restaurant
Palffygasse,Dr. Schnitzel,63,Snack Place
Palffygasse,Titoni,64,Sushi Restaurant
Palffygasse,Vox Libri,82,Café
Palffygasse,Restaurant Jossy,110,Asian Restaurant
Palffygasse,Pizzeria Ristorante Ponte Rialto,112,Pizzeria
Palffygasse,Cafe Alba,132,Café
Palffygasse,The Green Room,184,Pub
Palffygasse,Gasthaus Pezzl,185,Austrian Restaurant
Palffygasse,Café Metropol,206,Café
Palffygasse,Bäckerei Oreks,243,Bakery
Josefstädter Straße U,Servus am Platz'l,68,Dining and Drinking
Josefstädter Straße U,Dr. Pizza,75,Pizzeria
Josefstädter Straße U,Kebab Hot-Dog Josefstädter Straße,86,BBQ Joint
Josefstädter Straße U,Trabzon Holzofenbäckerei,88,Bakery
Josefstädter Straße U,Bäckerei GÜL,88,Bakery
Josefstädter Straße U,Trabzon Firini,92,Bakery
Josefstädter Straße U,Spezialimbiss,100,Snack Place
Josefstädter Straße U,Kirchenwirt,104,German Restaurant
Josefstädter Straße U,Maya Orientalisches Restaurant,107,BBQ Joint
Josefstädter Straße U,Mangalet Kebab,118,Kebab Restaurant
Gersthof S,Anker,47,Bakery
Gersthof S,Pizza Mann,60,Pizzeria
Gersthof S,Peppino's Eis-Cafe,68,Café
Gersthof S,Casa del Caffe,69,Café
Gersthof S,Aida Café-Konditorei,77,Café
Gersthof S,Szihn,91,Bakery
Gersthof S,Tchibo GmbH,109,Café
Gersthof S,Gourmet Restaurants Freyenstein,143,Dining and Drinking
Gersthof S,Ströck,156,Bakery
Gersthof S,Zum Gemütlichen Weinhauser,172,Beer Bar
Fröbelgasse,Etno Restaurant Konak,14,Eastern European Restaurant
Fröbelgasse,Restaurant Panorama,127,Dining and Drinking
Fröbelgasse,Pekarica,160,Bakery
Fröbelgasse,Mevla Bäckerei & Konditorei,163,Bakery
Fröbelgasse,China-Restaurant Asia Ost,170,Thai Restaurant
Fröbelgasse,阿舅の店,180,Dining and Drinking
Fröbelgasse,XXL Balkan Grill,186,Dining and Drinking
Fröbelgasse,Pizzeria Candela,186,Pizzeria
Fröbelgasse,Vip cafe shisha lounge,204,Café
Fröbelgasse,Fenerium,205,Café
Markgraf-Rüdiger Straße,Franzundjulius,33,Café
Markgraf-Rüdiger Straße,Café Kriemhild,40,Café
Markgraf-Rüdiger Straße,Restaurant Mader,100,Dining and Drinking
Markgraf-Rüdiger Straße,Etsan Supermarkt,115,Grocery Store
Markgraf-Rüdiger Straße,Pizzeria Candela,196,Pizzeria
Markgraf-Rüdiger Straße,China-Restaurant Asia Ost,226,Thai Restaurant
Markgraf-Rüdiger Straße,Cafe Scorpion,234,Café
Markgraf-Rüdiger Straße,Espresso Märzpark,235,Bistro
Markgraf-Rüdiger Straße,阿舅の店,243,Dining and Drinking
Markgraf-Rüdiger Straße,Stadthallenbräu,245,Austrian Restaurant
Liesing S,Ferdinand Szihn,99,Bakery
Liesing S,McDonald's,130,Burger Joint
Liesing S,Cafe Konditorei Hirsch,245,Café
Liesing S,MANN Bäckerei & Cafe,313,Bakery
Liesing S,Szihn,344,Bakery
Liesing S,Stastino,496,Modern European Restaurant
Liesing S,DerMann,9676,Bakery
Kettenbrückengasse U ,Apadana Restaurant,13,Middle Eastern Restaurant
Kettenbrückengasse U ,Chinabar an der,19,Bar
Kettenbrückengasse U ,Karma Ramen,26,Ramen Restaurant
Kettenbrückengasse U ,Aming Dim Sum Profi,31,Asian Restaurant
Kettenbrückengasse U ,Cafe Wild,76,Dining and Drinking
Kettenbrückengasse U ,Batello - Trattoria Cafe Pizzeria,112,Pizzeria
Kettenbrückengasse U ,Ristorante Villaggio,131,Italian Restaurant
Kettenbrückengasse U ,Weinschänke,134,Austrian Restaurant
Kettenbrückengasse U ,Schmähbar,140,Dining and Drinking
Kettenbrückengasse U ,China-Restaurant Kowloon,141,Chinese Restaurant
Elterleinplatz,Aida Café-Konditorei,33,Café
Elterleinplatz,Caffetteria Hernals,34,Breakfast Spot
Elterleinplatz,Caffeteria Illy,39,Cafeteria
Elterleinplatz,Segafredo,46,Bar
Elterleinplatz,Rindo,49,Snack Place
Elterleinplatz,HERNALS. Kebap Pizza,58,Dining and Drinking
Elterleinplatz,Grey Kaffee,58,Café
Elterleinplatz,Amiel,60,Breakfast Spot
Elterleinplatz,Zum Lercherl von Hernals,70,Austrian Restaurant
Elterleinplatz,Felber,78,Bakery
Siebensternplatz,I Carusi,56,Pizzeria
Siebensternplatz,Weinschenke am Siebensternplatz,66,Burger Joint
Siebensternplatz,GRAGGER & Cie Holzofenbäckerei GmbH,80,Bakery
Siebensternplatz,Kulinarium 7,83,Diner
Siebensternplatz,P'Am,85,Café
Siebensternplatz,Lobo y Luna,107,Tapas Restaurant
Siebensternplatz,Le Troquet,126,Bar
Siebensternplatz,Govinda,126,Indian Restaurant
Siebensternplatz,Figar,131,Bar
Siebensternplatz,Orientalisches Restaurant Epos,134,Greek Restaurant
Rosensteingasse / Blumengasse,Rosenstein - trinken - grillen - essen,7,Gastropub
Rosensteingasse / Blumengasse,Postsport-Sauna-Stüberl,17,Gastropub
Rosensteingasse / Blumengasse,Pizzeria La-Ventura,184,Pizzeria
Rosensteingasse / Blumengasse,Die 4 - Österreichische Küche & mehr,184,Dining and Drinking
Rosensteingasse / Blumengasse,Caffe Allegro,229,Italian Restaurant
Rosensteingasse / Blumengasse,Pizzeria La Kuilla di Mare,245,Pizzeria
Rosensteingasse / Blumengasse,Ramsa-Wolf Senfspezialitäten,273,BBQ Joint
Rosensteingasse / Blumengasse,Pizzeria Da Annalisa,284,Pizzeria
Rosensteingasse / Blumengasse,Amore Mio,375,Pizzeria
Rosensteingasse / Blumengasse,Romuliana,398,Buffet
Thaliastraße U,Würstelstand,53,Bratwurst Joint
Thaliastraße U,Heisse am Gürtel,68,BBQ Joint
Thaliastraße U,Cafe Derwisch,81,Hookah Bar
Thaliastraße U,French,81,Dining and Drinking
Thaliastraße U,Bäckerei Ücler,82,Bakery
Thaliastraße U,Cafe Kaisergarten,85,Bistro
Thaliastraße U,Nour Kebap,91,Fast Food Restaurant
Thaliastraße U,Mokador Lerchenfelderstraße,112,Café
Thaliastraße U,Flatschers,128,Burger Joint
Thaliastraße U,Restaurant Chopsticks,129,Asian Restaurant
Dresdner Straße U,Xtanbul,55,Turkish Restaurant
Dresdner Straße U,Ridvan Kebaphaus,102,Turkish Restaurant
Dresdner Straße U,Rokomari Foods Kebap & Schnitzelhaus,105,Indian Restaurant
Dresdner Straße U,Rossi's,140,German Restaurant
Dresdner Straße U,Restaurant mampf,153,Kebab Restaurant
Dresdner Straße U,Ra'Mien Go,179,Creperie
Dresdner Straße U,Schnitzel Express,189,Dining and Drinking
Dresdner Straße U,Cafe Restaurant Dresdnerstrasse,201,Dining and Drinking
Dresdner Straße U,Tchibo GmbH,235,Café
Dresdner Straße U,Semmel Kaiser,248,Bakery
Reinprechtsdorfer Brücke,Restaurant Colombo Hoppers,29,Indian Restaurant
Reinprechtsdorfer Brücke,Cafe Carl,46,Café
Reinprechtsdorfer Brücke,ЖАР,55,BBQ Joint
Reinprechtsdorfer Brücke,ipek Fastfood,72,Kebab Restaurant
Reinprechtsdorfer Brücke,Vietnam Bistro,73,Vietnamese Restaurant
Reinprechtsdorfer Brücke,Ristorante Gondola,91,Deli
Reinprechtsdorfer Brücke,Panino E Vino,93,Café
Reinprechtsdorfer Brücke,Ströck,98,Bakery
Reinprechtsdorfer Brücke,Pizza Da Capo,117,Pizzeria
Reinprechtsdorfer Brücke,Xu's Cooking,131,Sushi Restaurant
Westbahnhof S U / Felberstraße,Mfifteen,28,Dining and Drinking
Westbahnhof S U / Felberstraße,Ristorante Mittelmeer,31,Italian Restaurant
Westbahnhof S U / Felberstraße,China-Restaurant zum Westbahnhof,33,Chinese Restaurant
Westbahnhof S U / Felberstraße,Pulkautaler Wein- und Bierhaus,65,Bar
Westbahnhof S U / Felberstraße,Restorant Westbahn Hotel,65,Dining and Drinking
Westbahnhof S U / Felberstraße,Sofram Kebap,97,Pizzeria
Westbahnhof S U / Felberstraße,Željo Grill Burek,102,Dining and Drinking
Westbahnhof S U / Felberstraße,Ströck,112,Bakery
Westbahnhof S U / Felberstraße,Merkur Marktküche,112,Dining and Drinking
Westbahnhof S U / Felberstraße,Anker,117,Bakery
Neubaugasse U,Chez Bernard,35,French Restaurant
Neubaugasse U,Pierogi Bitte,54,Polish Restaurant
Neubaugasse U,Cafe Ritter,59,Bistro
Neubaugasse U,Anker,68,Bakery
Neubaugasse U,Soya Noodles,70,Asian Restaurant
Neubaugasse U,Restaurant Noir,77,Dining and Drinking
Neubaugasse U,Xtra-Wurst,77,BBQ Joint
Neubaugasse U,Stehcafe u Teekontor,82,Café
Neubaugasse U,Kebap Imbiss,82,Falafel Restaurant
Neubaugasse U,Bros. Pizza,84,Pizzeria
Jägerstraße U,Bäckquem,65,Bakery
Jägerstraße U,Bäckquem,66,Bakery
Jägerstraße U,Zum Tramway-Wirt,191,Gastropub
Jägerstraße U,Dilber,213,Falafel Restaurant
Jägerstraße U,Emma’s Bäckerei,241,Bakery
Jägerstraße U,Cafe Konditorei Monika,249,Café
Jägerstraße U,Noodle Jägerstrasse,265,Asian Restaurant
Jägerstraße U,Fu Du,289,Chinese Restaurant
Jägerstraße U,Hasibutz,290,Café
Jägerstraße U,Atlas Imbiss,298,Turkish Restaurant
Mayerhofgasse,Corto e Nero,13,Bar
Mayerhofgasse,Gragger,34,Bakery
Mayerhofgasse,Cafe Mi.Ro.,50,Café
Mayerhofgasse,Pilia's,66,Eastern European Restaurant
Mayerhofgasse,Entler,67,Dining and Drinking
Mayerhofgasse,Sebastiano,68,Italian Restaurant
Mayerhofgasse,Gasthaus Krippl,79,Dumpling Restaurant
Mayerhofgasse,Cafe Wortner,129,Cocktail Bar
Mayerhofgasse,Die Kochdame,131,Bistro
Mayerhofgasse,Sha Guo,153,Bar
Friedrich-Engels-Platz,Yedoy Kebap,38,Turkish Restaurant
Friedrich-Engels-Platz,Expedit Friedrich-Engels-platz,44,Cafeteria
Friedrich-Engels-Platz,Würstelstandl,50,Hot Dog Joint
Friedrich-Engels-Platz,Kurze Pause,66,BBQ Joint
Friedrich-Engels-Platz,Food Corner,80,Fast Food Restaurant
Friedrich-Engels-Platz,Jugendgästehaus Wien Restaurant,100,Austrian Restaurant
Friedrich-Engels-Platz,Isik Backerei,289,Bakery
Friedrich-Engels-Platz,China-Restaurant Heimat,293,Asian Restaurant
Friedrich-Engels-Platz,Wienerwald Marchfeldstrasse,296,Fried Chicken Joint
Friedrich-Engels-Platz,China-Restaurant Siegreich,297,Cantonese Restaurant
Traisengasse S,Anker,9,Bakery
Traisengasse S,Café Bistro Kantine,31,Dining and Drinking
Traisengasse S,Cafe Hansi,99,Café
Traisengasse S,Gcs,118,Café
Traisengasse S,Mortarabeisl,176,Dining and Drinking
Traisengasse S,Gasthaus Hausmannskost,210,Dining and Drinking
Traisengasse S,Schnitzel Express,280,Dining and Drinking
Traisengasse S,Cafe Restaurant Dresdnerstrasse,280,Dining and Drinking
Traisengasse S,Ra'Mien Go,297,Creperie
Traisengasse S,Rossi's,365,German Restaurant
Marschallplatz,Kirchenwirt,130,Dining and Drinking
Marschallplatz,Anker,403,Bakery
Marschallplatz,Hervicus Stub'n,411,Dining and Drinking
Marschallplatz,Gasthaus Haschka,423,Inn
Marschallplatz,Bierstöckl,443,Dining and Drinking
Marschallplatz,Cafe & Lounge Hetzendorf,470,Beer Bar
Marschallplatz,Hetzendorf Wokji - Asia Restaurant,472,Asian Restaurant
Marschallplatz,Tiziano,476,Italian Restaurant
Marschallplatz,Zum Obermüller,478,Dining and Drinking
Marschallplatz,DELIkado Design.Caffé.Vienna,496,Café
Hütteldorf  S U,Cafe Optimahl,17,Wine Bar
Hütteldorf  S U,Gasthaus Peschta,24,Austrian Restaurant
Hütteldorf  S U,Anker,58,Bakery
Hütteldorf  S U,Ströck,137,Bakery
Hütteldorf  S U,Das Hütteldorfer,161,Dining and Drinking
Hütteldorf  S U,Türkis,215,Turkish Restaurant
